WKT,STATUS,DESCRIPTION,CATEGORY_DESCRIPTION,OBJECT_TYPE_DESCRIPTION,Shape_X,Shape_Y
"POINT (172.433849060411 -42.764411245335)",OPEN,Glenrae Hut,Buildings,Basic Hut/bivvy,172.43384906,-42.7644112453
"POINT (168.143562868188 -44.5464178096111)",OPEN,Lake Alabaster Hut,Buildings,Serviced Hut,168.143562868,-44.5464178096
"POINT (168.214392277913 -44.9261056791501)",OPEN,Steele Creek Hut,Buildings,Basic Hut/bivvy,168.214392278,-44.9261056792
"POINT (167.619158546092 -45.3852316522819)",OPEN,Luxmore Hut,Buildings,Great Walk Hut,167.619158546,-45.3852316523
"POINT (176.995922706235 -38.7676587999436)",OPEN,Marauiti Hut,Buildings,Great Walk Hut,176.995922706,-38.7676587999
"POINT (168.353471249011 -45.5406265131668)",OPEN,Cromel Base Hut,Buildings,Basic Hut/bivvy,168.353471249,-45.5406265132
"POINT (172.089003560838 -42.8969691109701)",OPEN,Ant Stream Hut,Buildings,Basic Hut/bivvy,172.089003561,-42.896969111
"POINT (174.981287350301 -41.3421163458039)",OPEN,Jans Hut,Buildings,Serviced Hut,174.98128735,-41.3421163458
"POINT (175.256211897011 -40.9078471115319)",OPEN,Field Hut,Buildings,Standard Hut,175.256211897,-40.9078471115
"POINT (172.437690882382 -41.3529268701557)",OPEN,Thor Hut,Buildings,Basic Hut/bivvy,172.437690882,-41.3529268702
"POINT (172.479267654164 -41.4668428026724)",OPEN,Cecil Kings Hut,Buildings,Basic Hut/bivvy,172.479267654,-41.4668428027
"POINT (177.051863447838 -38.8123939527921)",OPEN,Panekire Hut,Buildings,Great Walk Hut,177.051863448,-38.8123939528
"POINT (166.973330078105 -45.1936638066497)",OPEN,Deas Cove Hut,Buildings,Standard Hut,166.973330078,-45.1936638066
"POINT (175.806288320395 -37.5262451612343)",OPEN,Waitawheta Hut,Buildings,Serviced Hut,175.80628832,-37.5262451612
"POINT (170.462115870683 -43.7649921210071)",OPEN,Middle Gorge Hut,Buildings,Standard Hut,170.462115871,-43.764992121
"POINT (172.751834059445 -41.8522347836799)",OPEN,Speargrass Hut,Buildings,Serviced Hut,172.751834059,-41.8522347837
"POINT (172.511078875369 -41.2329006719129)",OPEN,Karamea Bend Hut,Buildings,Standard Hut,172.511078875,-41.2329006719
"POINT (170.064482290255 -43.7210890192679)",OPEN,Mueller Hut,Buildings,Serviced-Alpine Hut,170.06448229,-43.7210890193
"POINT (175.403127477326 -40.9325839311965)",OPEN,Totara Flats Hut,Buildings,Serviced Hut,175.403127477,-40.9325839312
"POINT (176.595493517191 -38.8941810468851)",OPEN,Upper Matakuhia Hut,Buildings,Basic Hut/bivvy,176.595493517,-38.8941810469
"POINT (173.017597660572 -40.8652602885315)",OPEN,Awaroa Hut,Buildings,Great Walk Hut,173.017597661,-40.8652602885
"POINT (175.423514428248 -40.8849861929129)",OPEN,Powell Hut,Buildings,Serviced Hut,175.423514428,-40.8849861929
"POINT (170.509632363814 -43.4806031670019)",OPEN,Godley Hut,Buildings,Standard Hut,170.509632364,-43.480603167
"POINT (177.033350355358 -38.7436287305053)",OPEN,Waiharuru Hut,Buildings,Great Walk Hut,177.033350355,-38.7436287305
"POINT (172.826087189721 -42.1463397337994)",OPEN,ISLAND GULLY HUT,Buildings,Standard Hut,172.82608719,-42.1463397338
"POINT (167.612638654838 -45.4932608820605)",OPEN,Shallow Bay Hut,Buildings,Standard Hut,167.612638655,-45.4932608821
"POINT (176.40764867481 -39.1897067848237)",OPEN,Makino Hut,Buildings,Standard Hut,176.407648675,-39.1897067848
"POINT (168.087066414675 -46.8358136237636)",OPEN,PORT WILLIAM HUT,Buildings,Great Walk Hut,168.087066415,-46.8358136238
"POINT (167.999323431512 -45.7073900407607)",OPEN,Aparima Hut,Buildings,Standard Hut,167.999323432,-45.7073900408
"POINT (176.018312113952 -39.8906838985446)",OPEN,Rangiwahia Hut,Buildings,Serviced Hut,176.018312114,-39.8906838985
"POINT (167.163205127541 -45.5802401565342)",OPEN,Upper Spey Hut,Buildings,Standard Hut,167.163205128,-45.5802401565
"POINT (167.065666701696 -45.6848690462265)",OPEN,Loch Maree Hut,Buildings,Standard Hut,167.065666702,-45.6848690462
"POINT (167.115854284303 -45.6145577415474)",OPEN,Kintail Hut,Buildings,Standard Hut,167.115854284,-45.6145577415
"POINT (168.018453075695 -46.8829504526926)",OPEN,NORTH ARM HUT,Buildings,Great Walk Hut,168.018453076,-46.8829504527
"POINT (169.325020033614 -46.5537202357054)",OPEN,Tautuku Hut,Buildings,Basic Hut/bivvy,169.325020034,-46.5537202357
"POINT (168.21471137906 -44.7251851310885)",OPEN,ROUTEBURN FLATS HUT,Buildings,Great Walk Hut,168.214711379,-44.7251851311
"POINT (167.373401135156 -45.7396956040668)",OPEN,Borland Bivvy,Buildings,Basic Hut/bivvy,167.373401135,-45.7396956041
"POINT (167.143610483797 -45.7035426381647)",OPEN,Lake Roe Hut,Buildings,Standard Hut,167.143610484,-45.7035426382
"POINT (167.14548136465 -45.830648399251)",OPEN,Hauroko Burn Hut,Buildings,Standard Hut,167.145481365,-45.8306483993
"POINT (168.508757177249 -44.5585689065503)",OPEN,Shelter Rock Hut,Buildings,Serviced Hut,168.508757177,-44.5585689066
"POINT (168.274357157306 -44.9562804577615)",OPEN,Slip Flat Hut,Buildings,Basic Hut/bivvy,168.274357157,-44.9562804578
"POINT (169.035100641971 -44.3419393186065)",OPEN,Albert Burn Hut,Buildings,Standard Hut,169.035100642,-44.3419393186
"POINT (172.330285692915 -41.6560174810173)",OPEN,Lake Matiri Hut,Buildings,Standard Hut,172.330285693,-41.656017481
"POINT (172.227887083105 -40.7755031557389)",OPEN,Kahurangi Keepers House,Buildings,Standard Hut,172.227887083,-40.7755031557
"POINT (172.525539189339 -41.0562518110775)",OPEN,COBB HUT,Buildings,Basic Hut/bivvy,172.525539189,-41.0562518111
"POINT (172.308206797099 -40.8862304812349)",OPEN,Saxon Hut,Buildings,Great Walk Hut,172.308206797,-40.8862304812
"POINT (172.730139163164 -41.1825116100309)",OPEN,Flora Hut,Buildings,Basic Hut/bivvy,172.730139163,-41.18251161
"POINT (171.089604182344 -43.1664990072381)",OPEN,West Mathias Bivvy,Buildings,Basic Hut/bivvy,171.089604182,-43.1664990072
"POINT (171.131057890841 -43.1867416659512)",OPEN,Mathias Hut,Buildings,Basic Hut/bivvy,171.131057891,-43.186741666
"POINT (174.975870249705 -41.3432002787416)",OPEN,Raukawa Lodge,Buildings,Serviced Hut,174.97587025,-41.3432002787
"POINT (175.331320835378 -41.4372408520582)",OPEN,Sutherlands Hut,Buildings,Standard Hut,175.331320835,-41.4372408521
"POINT (175.131593163489 -39.7264230016216)",OPEN,Downes Hut,Buildings,Serviced Hut,175.131593163,-39.7264230016
"POINT (174.913639622546 -39.2333312683254)",OPEN,John Coull Hut,Buildings,Great Walk Hut,174.913639623,-39.2333312683
"POINT (172.608808616204 -41.1302054750385)",OPEN,Trilobite Hut,Buildings,Standard Hut,172.608808616,-41.130205475
"POINT (172.974623435024 -40.7889837856953)",OPEN,Whariwharangi Hut,Buildings,Great Walk Hut,172.974623435,-40.7889837857
"POINT (171.154712680384 -43.1077506704929)",OPEN,Canyon Creek Bivvy,Buildings,Basic Hut/bivvy,171.15471268,-43.1077506705
"POINT (166.672103964879 -46.1232799528725)",OPEN,Te Oneroa A-frame Hut,Buildings,Basic Hut/bivvy,166.672103965,-46.1232799529
"POINT (168.531719382885 -45.0475713063972)",OPEN,Sam Summers Hut,Buildings,Basic Hut/bivvy,168.531719383,-45.0475713064
"POINT (172.237267227849 -42.6419576667327)",OPEN,Hope Kiwi Lodge,Buildings,Serviced Hut,172.237267228,-42.6419576667
"POINT (172.29808967323 -42.6156268116852)",OPEN,Hope Halfway Hut,Buildings,Basic Hut/bivvy,172.298089673,-42.6156268117
"POINT (172.648587292773 -42.2870892841583)",OPEN,Lake Guyon Hut,Buildings,Standard Hut,172.648587293,-42.2870892842
"POINT (172.463448837605 -42.4336126669269)",OPEN,Rokeby Hut,Buildings,Basic Hut/bivvy,172.463448838,-42.4336126669
"POINT (175.49094794719 -40.776641571207)",OPEN,COW CREEK HUT,Buildings,Standard Hut,175.490947947,-40.7766415712
"POINT (175.518628665576 -40.7933073458344)",OPEN,Blue Range Hut,Buildings,Standard Hut,175.518628666,-40.7933073458
"POINT (175.304465268623 -41.3882365330962)",OPEN,Tauanui Hut,Buildings,Standard Hut,175.304465269,-41.3882365331
"POINT (172.45992143221 -42.4663686529395)",OPEN,Boyle Flat Hut,Buildings,Serviced Hut,172.459921432,-42.4663686529
"POINT (174.99317587756 -39.3373127554985)",OPEN,Tieke Kainga (Whare Kai),Buildings,Great Walk Hut,174.993175878,-39.3373127555
"POINT (172.439110880737 -41.4214184023581)",OPEN,Stone Hut,Buildings,Standard Hut,172.439110881,-41.4214184024
"POINT (172.525194219666 -41.0496114110142)",OPEN,FENELLA HUT,Buildings,Serviced Hut,172.52519422,-41.049611411
"POINT (167.907761170134 -44.9065736921385)",OPEN,Clinton Hut,Buildings,Great Walk Hut,167.90776117,-44.9065736921
"POINT (177.994394572288 -37.8826634756751)",OPEN,Oronui Hut,Buildings,Standard Hut,177.994394572,-37.8826634757
"POINT (172.899977790108 -42.1355391496099)",OPEN,SEDGEMERE SLEEPOUT,Buildings,Standard Hut,172.89997779,-42.1355391496
"POINT (174.777754926095 -39.2851757712071)",OPEN,Omaru Hut,Buildings,Serviced Hut,174.777754926,-39.2851757712
"POINT (167.833584171229 -44.9426438106222)",OPEN,Worsley Hut,Buildings,Standard Hut,167.833584171,-44.9426438106
"POINT (177.26257244905 -38.4337658115213)",OPEN,Tawa Hut,Buildings,Standard Hut,177.262572449,-38.4337658115
"POINT (177.286634723769 -38.3976891087536)",OPEN,Koranga Forks Hut,Buildings,Standard Hut,177.286634724,-38.3976891088
"POINT (177.040257955301 -38.7205213377983)",OPEN,Whanganui Hut,Buildings,Great Walk Hut,177.040257955,-38.7205213378
"POINT (168.660106374851 -44.4771190211133)",OPEN,Aspiring Hut,Buildings,Serviced Hut,168.660106375,-44.4771190211
"POINT (168.262539113667 -44.980896139305)",OPEN,Greenstone Hut,Buildings,Serviced Hut,168.262539114,-44.9808961393
"POINT (168.55448841499 -44.5215801580538)",OPEN,Dart Hut,Buildings,Serviced Hut,168.554488415,-44.5215801581
"POINT (173.048605798806 -40.9161218816634)",OPEN,Bark Bay Hut,Buildings,Great Walk Hut,173.048605799,-40.9161218817
"POINT (172.715670281704 -41.1976551555765)",OPEN,Mt Arthur Hut,Buildings,Serviced Hut,172.715670282,-41.1976551556
"POINT (172.684954734346 -41.2386691710695)",OPEN,Ellis Hut,Buildings,Standard Hut,172.684954734,-41.2386691711
"POINT (172.447072976113 -40.850540911892)",OPEN,Brown Hut,Buildings,Great Walk Hut,172.447072976,-40.8505409119
"POINT (172.692196412364 -41.1295936833184)",OPEN,Asbestos Cottage,Buildings,Basic Hut/bivvy,172.692196412,-41.1295936833
"POINT (167.760917639454 -46.9391140874098)",OPEN,MARTINS CREEK HUNTERS HUT,Buildings,Basic Hut/bivvy,167.760917639,-46.9391140874
"POINT (174.997265626262 -41.328401617547)",OPEN,Haurangi Hut,Buildings,Serviced Hut,174.997265626,-41.3284016175
"POINT (175.018530711527 -41.3244006832304)",OPEN,Papatahi Hut,Buildings,Serviced Hut,175.018530712,-41.3244006832
"POINT (174.984284201312 -41.3353274542682)",OPEN,Turere Lodge,Buildings,Serviced Hut,174.984284201,-41.3353274543
"POINT (168.144765207335 -44.8717225637085)",OPEN,MCKELLAR HUT,Buildings,Serviced Hut,168.144765207,-44.8717225637
"POINT (170.239695175995 -43.7902197942431)",OPEN,Green Point Hut,Buildings,Basic Hut/bivvy,170.239695176,-43.7902197942
"POINT (170.727650269663 -43.8915717823559)",OPEN,South Opuha Hut (New),Buildings,Standard Hut,170.72765027,-43.8915717824
"POINT (173.057714034374 -40.9568894209701)",OPEN,Anchorage Hut,Buildings,Great Walk Hut,173.057714034,-40.956889421
"POINT (175.454143974433 -40.8682242059404)",OPEN,Atiwhakatu Hut,Buildings,Standard Hut,175.454143974,-40.8682242059
"POINT (166.944076112079 -45.7021856841092)",OPEN,Supper Cove Hut,Buildings,Standard Hut,166.944076112,-45.7021856841
"POINT (175.679742447627 -39.209461562163)",OPEN,Waihohonu Hut,Buildings,Great Walk Hut,175.679742448,-39.2094615622
"POINT (174.969417733522 -41.3456257168164)",OPEN,Boar Inn,Buildings,Serviced Hut,174.969417734,-41.3456257168
"POINT (168.17453708083 -44.767681837676)",OPEN,LAKE MACKENZIE HUT,Buildings,Great Walk Hut,168.174537081,-44.7676818377
"POINT (172.823097957226 -41.8367306606615)",OPEN,Bushline Hut,Buildings,Serviced Hut,172.823097957,-41.8367306607
"POINT (176.014037671785 -40.1071851754919)",OPEN,Traverse (A Frame) Shelter,Buildings,Basic Hut/bivvy,176.014037672,-40.1071851755
"POINT (172.885244277372 -42.0053536218092)",OPEN,Connors Creek Hut,Buildings,Standard Hut,172.885244277,-42.0053536218
"POINT (171.517008650436 -42.9434329598138)",OPEN,Crow Hut,Buildings,Standard Hut,171.51700865,-42.9434329598
"POINT (171.601116393185 -43.0548559323443)",OPEN,Lagoon Saddle Hut,Buildings,Basic Hut/bivvy,171.601116393,-43.0548559323
"POINT (171.601687225408 -43.0551330542579)",OPEN,Lagoon Saddle A Frame Hut,Buildings,Basic Hut/bivvy,171.601687225,-43.0551330543
"POINT (168.199339171372 -44.7258527902724)",OPEN,ROUTEBURN FALLS HUT,Buildings,Great Walk Hut,168.199339171,-44.7258527903
"POINT (171.968301323362 -42.8931263216771)",OPEN,Bull Creek Hut,Buildings,Basic Hut/bivvy,171.968301323,-42.8931263217
"POINT (172.557850479069 -42.2831908860868)",OPEN,Christopher (Ada) Cullers Hut,Buildings,Basic Hut/bivvy,172.557850479,-42.2831908861
"POINT (172.565030512314 -42.2884959718657)",OPEN,Christopher Hut,Buildings,Serviced Hut,172.565030512,-42.2884959719
"POINT (170.198818432981 -43.8529230828245)",OPEN,Jollie Hut,Buildings,Basic Hut/bivvy,170.198818433,-43.8529230828
"POINT (171.382614703266 -43.6098495638389)",OPEN,Pinnacles Hut,Buildings,Serviced Hut,171.382614703,-43.6098495638
"POINT (171.325927010512 -43.6012088676463)",OPEN,Woolshed Creek Hut,Buildings,Serviced Hut,171.325927011,-43.6012088676
"POINT (172.557843501961 -42.469453979938)",OPEN,Steyning Hut,Buildings,Basic Hut/bivvy,172.557843502,-42.4694539799
"POINT (172.474977593897 -42.4972567112687)",OPEN,Magdalen Hut,Buildings,Standard Hut,172.474977594,-42.4972567113
"POINT (172.294069297958 -42.4878016736395)",OPEN,Devils Den Biv,Buildings,Basic Hut/bivvy,172.294069298,-42.4878016736
"POINT (175.587785577451 -39.2832275206848)",OPEN,Whangaehu Hut (NZAC),Buildings,Basic Hut/bivvy,175.587785577,-39.2832275207
"POINT (177.248782396525 -38.4781474720846)",OPEN,Makakoere Hut,Buildings,Standard Hut,177.248782397,-38.4781474721
"POINT (177.120790107737 -38.656055048038)",OPEN,Manuoha Hut,Buildings,Standard Hut,177.120790108,-38.656055048
"POINT (177.171731838331 -38.4432465915352)",OPEN,Otane Hut,Buildings,Basic Hut/bivvy,177.171731838,-38.4432465915
"POINT (175.52222417297 -39.3327848698481)",OPEN,Lupton Hut,Buildings,Basic Hut/bivvy,175.522224173,-39.3327848698
"POINT (176.11167506244 -39.0579510572809)",OPEN,Cascade Hut,Buildings,Standard Hut,176.111675062,-39.0579510573
"POINT (176.168574835587 -39.1553562756187)",OPEN,Boyd Hut,Buildings,Serviced Hut,176.168574836,-39.1553562756
"POINT (175.549999696685 -39.343089286537)",OPEN,Mangaehuehu Hut,Buildings,Serviced Hut,175.549999697,-39.3430892865
"POINT (175.5178711642 -39.2375801350348)",OPEN,Whakapapaiti Hut,Buildings,Serviced Hut,175.517871164,-39.237580135
"POINT (176.264811281431 -39.0754342640662)",OPEN,Oamaru Hut,Buildings,Standard Hut,176.264811281,-39.0754342641
"POINT (172.495823904592 -42.5503405077512)",OPEN,Carlyle Hut,Buildings,Basic Hut/bivvy,172.495823905,-42.5503405078
"POINT (171.569932006969 -43.0329669075634)",OPEN,Bealey Spur Hut,Buildings,Basic Hut/bivvy,171.569932007,-43.0329669076
"POINT (172.333883820994 -42.7200168864762)",OPEN,Jollie Brook Hut,Buildings,Standard Hut,172.333883821,-42.7200168865
"POINT (172.289841349939 -42.7212021526155)",OPEN,Gabriel Hut,Buildings,Basic Hut/bivvy,172.28984135,-42.7212021526
"POINT (172.38207255417 -42.7438993546949)",OPEN,Cold Stream Hut,Buildings,Basic Hut/bivvy,172.382072554,-42.7438993547
"POINT (172.442625067255 -42.6947698670828)",OPEN,Glenrae Bivvy,Buildings,Basic Hut/bivvy,172.442625067,-42.6947698671
"POINT (172.348554935854 -42.4270553607886)",OPEN,Lucretia Hut,Buildings,Basic Hut/bivvy,172.348554936,-42.4270553608
"POINT (172.223514344317 -42.5491520211895)",OPEN,Lake Man Bivvy,Buildings,Basic Hut/bivvy,172.223514344,-42.5491520212
"POINT (172.278748120135 -42.6824632024765)",OPEN,Evangaline Bivvy,Buildings,Basic Hut/bivvy,172.27874812,-42.6824632025
"POINT (172.069359208134 -42.8006711754957)",OPEN,North Esk Hut (dilapidated),Buildings,Basic Hut/bivvy,172.069359208,-42.8006711755
"POINT (172.272269465245 -42.4695005272067)",OPEN,Upper Nina Bivvy,Buildings,Basic Hut/bivvy,172.272269465,-42.4695005272
"POINT (177.167228368966 -38.5278183452496)",OPEN,Mangatoatoa Hut,Buildings,Standard Hut,177.167228369,-38.5278183452
"POINT (177.149237146422 -38.3924555310847)",OPEN,Otapukawa Hut,Buildings,Standard Hut,177.149237146,-38.3924555311
"POINT (177.000732385357 -38.6931594449962)",OPEN,Whakatakaa Hut,Buildings,Standard Hut,177.000732385,-38.693159445
"POINT (175.6237488696 -39.3000888467871)",OPEN,Rangipo Hut,Buildings,Serviced Hut,175.62374887,-39.3000888468
"POINT (175.52491485427 -39.3317985604535)",OPEN,Blyth Hut,Buildings,Serviced Hut,175.524914854,-39.3317985605
"POINT (175.502027698501 -39.2973285395788)",OPEN,Mangaturuturu Hut,Buildings,Serviced Hut,175.502027699,-39.2973285396
"POINT (172.32211007873 -42.4658615762215)",OPEN,Nina Hut,Buildings,Standard Hut,172.322110079,-42.4658615762
"POINT (172.578143471193 -42.4154677856593)",OPEN,Jervois Hut,Buildings,Basic Hut/bivvy,172.578143471,-42.4154677857
"POINT (172.316166875029 -42.4195719087266)",OPEN,Brass Monkey Bivvy,Buildings,Basic Hut/bivvy,172.316166875,-42.4195719087
"POINT (172.283267566562 -42.5311786212258)",OPEN,Doubtful Hut,Buildings,Basic Hut/bivvy,172.283267567,-42.5311786212
"POINT (172.226261017106 -42.5220182601886)",OPEN,Doubtless Hut,Buildings,Standard Hut,172.226261017,-42.5220182602
"POINT (172.065545758666 -42.6475478265657)",OPEN,Mackenzie Biv,Buildings,Basic Hut/bivvy,172.065545759,-42.6475478266
"POINT (171.985563747414 -42.7648386998846)",OPEN,Upper South Branch Hurunui Hut,Buildings,Basic Hut/bivvy,171.985563747,-42.7648386999
"POINT (177.204262177361 -38.5211242123717)",OPEN,Te Rangaakapua Hut,Buildings,Basic Hut/bivvy,177.204262177,-38.5211242124
"POINT (172.639950567854 -42.4297098959072)",OPEN,Scotties Camp Hut,Buildings,Basic Hut/bivvy,172.639950568,-42.4297098959
"POINT (172.615600921349 -42.3957952921705)",OPEN,Pool Hut,Buildings,Basic Hut/bivvy,172.615600921,-42.3957952922
"POINT (168.444313252411 -44.8374529847383)",OPEN,McIntyre Hut,Buildings,Standard Hut,168.444313252,-44.8374529847
"POINT (168.246392359668 -44.7991397533262)",OPEN,Kay Creek Hut,Buildings,Basic Hut/bivvy,168.24639236,-44.7991397533
"POINT (168.653023804339 -44.8032946463003)",OPEN,Dynamo Red Hut,Buildings,Basic Hut/bivvy,168.653023804,-44.8032946463
"POINT (168.448077560302 -44.6220755214281)",OPEN,Earnslaw Hut,Buildings,Basic Hut/bivvy,168.44807756,-44.6220755214
"POINT (168.637208495788 -44.7960558987887)",OPEN,Archie's Hut - Copper Creek,Buildings,Basic Hut/bivvy,168.637208496,-44.7960558988
"POINT (168.656968496348 -44.7509629330424)",OPEN,Ballarat Hut - Flood Burn,Buildings,Basic Hut/bivvy,168.656968496,-44.750962933
"POINT (168.455736425676 -44.8541756892312)",OPEN,Heather Jock Hut,Buildings,Basic Hut/bivvy,168.455736426,-44.8541756892
"POINT (168.483670352272 -44.8523604362726)",OPEN,Wallers Hut,Buildings,Basic Hut/bivvy,168.483670352,-44.8523604363
"POINT (168.456396494525 -44.8316609555474)",OPEN,Mac's Hut,Buildings,Basic Hut/bivvy,168.456396495,-44.8316609555
"POINT (168.673525629559 -44.7875198619987)",OPEN,Bullendale Hut,Buildings,Basic Hut/bivvy,168.67352563,-44.787519862
"POINT (168.662508722028 -44.8012524173874)",OPEN,Dynamo Hut,Buildings,Standard Hut,168.662508722,-44.8012524174
"POINT (168.876106604607 -45.0864757922074)",OPEN,Glen Roy Raceman's Hut,Buildings,Basic Hut/bivvy,168.876106605,-45.0864757922
"POINT (168.80270545819 -45.1744634382896)",OPEN,Two Mile Hut - Remarkables,Buildings,Basic Hut/bivvy,168.802705458,-45.1744634383
"POINT (168.587846007045 -44.8489152070073)",OPEN,Stoney Creek Hut,Buildings,Basic Hut/bivvy,168.587846007,-44.848915207
"POINT (176.788651346568 -38.5259912529816)",OPEN,Okui Hut,Buildings,Standard Hut,176.788651347,-38.525991253
"POINT (177.034572004816 -38.3987709058477)",OPEN,Ohane Hut,Buildings,Standard Hut,177.034572005,-38.3987709058
"POINT (177.4352537462 -38.2717463736928)",OPEN,Manganuku Hut,Buildings,Basic Hut/bivvy,177.435253746,-38.2717463737
"POINT (176.872013961172 -38.7323662626745)",OPEN,Te Totara Hut,Buildings,Standard Hut,176.872013961,-38.7323662627
"POINT (176.855998190767 -38.8103139647654)",OPEN,Te Waiotukapiti Hut,Buildings,Standard Hut,176.855998191,-38.8103139648
"POINT (176.399319349106 -39.3292735836552)",OPEN,Mackintosh Hut,Buildings,Standard Hut,176.399319349,-39.3292735837
"POINT (176.248291746264 -39.2344486754424)",OPEN,Ngaawapurua Hut,Buildings,Standard Hut,176.248291746,-39.2344486754
"POINT (176.232741587158 -39.2736435206831)",OPEN,Otutu Hut,Buildings,Standard Hut,176.232741587,-39.2736435207
"POINT (176.278833432884 -39.3245455278334)",OPEN,Kiwi Mouth Hut,Buildings,Standard Hut,176.278833433,-39.3245455278
"POINT (176.291464503919 -39.3621208695492)",OPEN,Cameron Hut,Buildings,Standard Hut,176.291464504,-39.3621208695
"POINT (176.276470566336 -39.1930773454613)",OPEN,Te Puke (Te Pukeohikarua) Hut,Buildings,Standard Hut,176.276470566,-39.1930773455
"POINT (176.356795195862 -39.2765703398746)",OPEN,Back Ridge Hut,Buildings,Standard Hut,176.356795196,-39.2765703399
"POINT (176.295456652748 -39.2754688586884)",OPEN,Rocks Ahead Bivvy,Buildings,Basic Hut/bivvy,176.295456653,-39.2754688587
"POINT (176.330895409219 -39.2888630170987)",OPEN,Back Ridge Bivvy,Buildings,Basic Hut/bivvy,176.330895409,-39.2888630171
"POINT (176.800206431777 -38.7205843303533)",OPEN,Skips Hut (Whangatawhia),Buildings,Standard Hut,176.800206432,-38.7205843304
"POINT (175.286365167477 -40.9015603012598)",OPEN,Penn Creek Hut,Buildings,Standard Hut,175.286365167,-40.9015603013
"POINT (175.293494652071 -41.5307873746675)",OPEN,Kawakawa Hut,Buildings,Standard Hut,175.293494652,-41.5307873747
"POINT (175.356018314787 -40.8464739707004)",OPEN,Anderson Memorial Hut,Buildings,Standard Hut,175.356018315,-40.8464739707
"POINT (175.466034630883 -40.7165302373917)",OPEN,Dundas Hut,Buildings,Standard Hut,175.466034631,-40.7165302374
"POINT (172.621453413448 -41.1356885529632)",OPEN,Myttons Hut,Buildings,Basic Hut/bivvy,172.621453413,-41.135688553
"POINT (172.241516208873 -40.8430486011935)",OPEN,Ministry of Works Historic Hut,Buildings,Basic Hut/bivvy,172.241516209,-40.8430486012
"POINT (175.437113825482 -40.7486348012878)",OPEN,Arete Hut,Buildings,Basic Hut/bivvy,175.437113825,-40.7486348013
"POINT (175.389855788009 -40.7178542120026)",OPEN,South Ohau Hut,Buildings,Standard Hut,175.389855788,-40.717854212
"POINT (175.524563325874 -40.7306488449791)",OPEN,Roaring Stag Hut,Buildings,Standard Hut,175.524563326,-40.730648845
"POINT (175.402602862039 -40.6970343368598)",OPEN,North Ohau Hut,Buildings,Basic Hut/bivvy,175.402602862,-40.6970343369
"POINT (175.357078090909 -40.7263290529656)",OPEN,Waiopehu Hut,Buildings,Standard Hut,175.357078091,-40.726329053
"POINT (172.644215090936 -41.1062057671105)",OPEN,Sylvester Hut,Buildings,Serviced Hut,172.644215091,-41.1062057671
"POINT (176.599044111497 -38.9345431730666)",OPEN,Lower Matakuhia Hut,Buildings,Basic Hut/bivvy,176.599044111,-38.9345431731
"POINT (175.389413019768 -40.7696473096568)",OPEN,Dracophyllum Hut,Buildings,Basic Hut/bivvy,175.38941302,-40.7696473097
"POINT (176.260051047617 -39.2962210911128)",OPEN,Manson Hut,Buildings,Standard Hut,176.260051048,-39.2962210911
"POINT (176.329789804688 -39.2192815771138)",OPEN,Mangaturutu Hut,Buildings,Standard Hut,176.329789805,-39.2192815771
"POINT (176.238337272762 -39.1950634282274)",OPEN,Harkness Hut,Buildings,Standard Hut,176.238337273,-39.1950634282
"POINT (176.293829122289 -39.1438898028707)",OPEN,Mangatainoka Hut,Buildings,Standard Hut,176.293829122,-39.1438898029
"POINT (176.369850421433 -39.237999634325)",OPEN,Ballard Hut,Buildings,Standard Hut,176.369850421,-39.2379996343
"POINT (176.287219829171 -39.2973390221671)",OPEN,Manson Bivvy,Buildings,Basic Hut/bivvy,176.287219829,-39.2973390222
"POINT (177.289837417916 -38.3560787851363)",OPEN,Nikau Flat Hut,Buildings,Standard Hut,177.289837418,-38.3560787851
"POINT (177.403011562917 -38.1677156183468)",OPEN,Te Waiti Hut,Buildings,Standard Hut,177.403011563,-38.1677156183
"POINT (176.438270944427 -39.3019159671527)",OPEN,Black Birch Bivvy,Buildings,Basic Hut/bivvy,176.438270944,-39.3019159672
"POINT (176.363988418104 -39.3014132334877)",OPEN,Studholme Saddle Hut,Buildings,Standard Hut,176.363988418,-39.3014132335
"POINT (176.321066800068 -39.332994364887)",OPEN,Kiwi Saddle Hut,Buildings,Standard Hut,176.3210668,-39.3329943649
"POINT (176.394301351951 -39.2806883379017)",OPEN,Dominie Hut,Buildings,Basic Hut/bivvy,176.394301352,-39.2806883379
"POINT (176.291895945204 -39.2494285655039)",OPEN,Omarukokere Bivvy,Buildings,Basic Hut/bivvy,176.291895945,-39.2494285655
"POINT (176.21496889706 -39.1659752329769)",OPEN,Tussock Hut,Buildings,Standard Hut,176.214968897,-39.165975233
"POINT (176.29661366123 -39.2754270653701)",OPEN,Rocks Ahead Hut,Buildings,Standard Hut,176.296613661,-39.2754270654
"POINT (176.320757886063 -39.2467887140802)",OPEN,Venison Tops Hut (Tira Lodge),Buildings,Standard Hut,176.320757886,-39.2467887141
"POINT (176.104503850487 -39.9672497885982)",OPEN,Top Gorge Hut,Buildings,Basic Hut/bivvy,176.10450385,-39.9672497886
"POINT (176.84619462718 -38.768699664001)",OPEN,Central Waiau Hut,Buildings,Standard Hut,176.846194627,-38.768699664
"POINT (176.689101386756 -38.7556297246737)",OPEN,Mangamate Hut,Buildings,Standard Hut,176.689101387,-38.7556297247
